row_id,section,page_slug,provider_or_product,source_url,metric_key,metric_label,metric_value_text,value_numeric,value_min,value_max,unit,tier,source_type,verification_date,is_headline,confidence,figure_status,notes
start-rescue-breakdown-insurance-review__underwriter-policies-to-31-oct-2024,Breakdown Insurance,start-rescue-breakdown-insurance-review,Start Rescue Breakdown Cover Review,https://compare100.com/start-rescue-breakdown-insurance-review/,,"Underwriter, policies to 31 Oct 2024",Ageas Insurance Limited (FRN 202039),202039,,,,,own_review,2026-08-23,false,high,current,
the-aa-breakdown-insurance-review__at-home-boundary,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,At Home boundary,Registered home address and the surrounding quarter of a mile,,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__breakdowns-attended,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Breakdowns attended,3.5 million in the year to 31 January 2026,,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__cooling-off,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Cooling off,"14 days, with a £20 adjustment fee on an unused annual policy",,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__cover-starts,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Cover starts,24 hours after purchase for most elements,24,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__entry-price,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Entry price,"£5.49 a month, paid by 10% of new customers Apr–Jun 2026",,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__fca-firm-reference,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,FCA firm reference,"310562, verifiable on the FCA Register",310562,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__fixed-at-the-roadside,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Fixed at the roadside,"8 in 10 cars, AA data 1 April 2025 to 31 March 2026",,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__national-recovery,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,National Recovery,Driver plus up to 7 passengers to any single UK destination,7,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__onward-travel,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Onward Travel,"Hire car up to 72 hours, one night bed and breakfast, 3 claims a year",,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__onward-travel-underwriter,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Onward Travel underwriter,"Acromas Insurance Company Limited, authorised in Gibraltar",,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__parts-and-garage-cover,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Parts and Garage Cover,"£535 per claim, £35 excess, 14-day wait, 5 claims a year",,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__patrol-force,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Patrol force,"2,753 directly employed patrols",2753,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__sold-and-arranged-by,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Sold and arranged by,"Automobile Association Insurance Services Limited, Basingstoke",,,,,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__tyre-cover,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Tyre Cover,Up to £160 per tyre,160,,,GBP,,own_review,2026-08-27,false,high,current,
the-aa-breakdown-insurance-review__vehicle-limits,Breakdown Insurance,the-aa-breakdown-insurance-review,AA Breakdown Cover Review,https://compare100.com/the-aa-breakdown-insurance-review/,,Vehicle limits,"3.5 tonnes, 2.55 metres wide, 7 metres long, any age",,,,,,own_review,2026-08-27,false,high,current,
hey-broadband__annual-increase,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Annual increase,"£2 each April, printed in pounds beside the opening price",2,,,GBP,,own_review,2026-09-18,false,high,current,
hey-broadband__cheapest-advertised-price,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Cheapest advertised price,"£23 a month — 150Mbps symmetrical, 24-month term (rising to £27 by April 2028)",,,,,,own_review,2026-09-18,true,high,current,
hey-broadband__company,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Company,"Hey Broadband Ltd, company number 11992003 — retail arm of F&W Networks",11992003,,,,,own_review,2026-09-18,false,high,current,
hey-broadband__complaints,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Complaints,CISAS after six weeks; 28 working-day investigation target,28,,,,,own_review,2026-09-18,false,high,current,
hey-broadband__contract-lengths,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Contract lengths,"30-day rolling, 12 months or 24 months",,,,,,own_review,2026-09-18,false,high,current,
hey-broadband__customers,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Customers,"About 40,000 as at August 2025",,,,,,own_review,2026-09-18,false,high,current,
hey-broadband__entry-package,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Entry package,"Superfast 150 — 150Mbps down and 150Mbps up, £23 a month on 24 months",,,,,,own_review,2026-09-18,false,high,current,
hey-broadband__incorporated,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Incorporated,"13 May 2019; registered at 3rd Floor, 1 Ashley Road, Altrincham WA14 2DT",,,,,,own_review,2026-09-18,false,high,current,
hey-broadband__network-reach,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Network reach,"410,000+ premises passed, 30+ locations, mostly southern England",,,,,,own_review,2026-09-18,false,high,current,
hey-broadband__social-tariff,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Social tariff,"Everyday Fibre, 100Mbps, 12-month term, nine qualifying benefits",,,,,,own_review,2026-09-18,false,high,current,
hey-broadband__top-package,Broadband,hey-broadband,Hey! Broadband review,https://compare100.com/hey-broadband/,,Top package,"Gigafast 900 — 900Mbps symmetrical, £43 a month on 24 months",,,,,,own_review,2026-09-18,false,high,current,
business-mobiles-deals__company,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Company,"BUSINESSMOBILES.COM LTD, company 03772025, incorporated 17 May 1999",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__contact,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Contact,"0800 999 2999, Monday to Friday 8.30am to 5.30pm",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__contract-lengths,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Contract lengths,"12, 24 or 36 months",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__delivery,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Delivery,Free next working day to most of the UK; the network pages quote free 48-hour delivery,48,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__early-upgrade,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Early upgrade,From six months into the contract on selected networks,,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__entry-prices-ex-vat,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Entry prices (ex VAT),Business SIM from £1 a month; handsets from £16; mobile broadband from £14,,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__networks-sold,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Networks sold,"EE, O2, Vodafone and Three — all four UK mobile networks",2,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__registered-office,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Registered office,"Suite 301, Boundary House, Boston Road, Hanwell, London W7 2QE",,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__return-window,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Return window,"7 days from activation or despatch, whichever is earlier",7,,,,,own_review,2026-09-06,false,high,current,
business-mobiles-deals__scale-claimed,Business Mobiles,business-mobiles-deals,"BusinessMobiles.com Review: Business Contracts Across EE, O2, Vodafone and Three",https://compare100.com/business-mobiles-deals/,,Scale claimed,"More than 20,000 business mobile lines; a 15,000 sq ft West London office",,,,,,own_review,2026-09-06,false,high,current,
pitchup-campsites-and-resorts__balance,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Balance,"Paid to the park, on arrival or by automatic collection through Payup into the site’s Stripe account",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__commission,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Commission,"15%, described on the trade pages as “We take a 15% commission on the bookings we send your way”",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__company,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Company,"Pitchup.com Ltd, company 06636463, incorporated 2 July 2008 as Wikiventure Ltd, renamed 9 May 2014",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__contract-for-the-stay,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Contract for the stay,"With the campsite, not with Pitchup",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__cost-to-the-camper,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Cost to the camper,"No booking fee, no listing fee, no membership",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__deposit,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Deposit,"15% of the booking value, taken by Pitchup at the time of booking, non-refundable",15,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__founded-founder,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Founded / founder,Trading since 2009; founder and director Daniel Yates,2009,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__governing-law,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Governing law,"English law, English courts",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__independent-rating,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Independent rating,"4.8 out of 5 on Feefo from 11,455 verified ratings in the past year (155,362 reviews in total)",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__liability-cap,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Liability cap,“up to the amount paid for your booking”,,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__ownership,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Ownership,Plan A Holdings Limited (16594354) has held 75% or more of shares and votes since 28 July 2025,,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__rate-parity,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Rate parity,"Required of every listed park, checked by random price comparisons, breach means temporary suspension",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__registered-office,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Registered office,"Zeeta House, 200 Upper Richmond Road, Putney, London SW15 2SH",,,,,,own_review,2026-09-09,false,high,current,
pitchup-campsites-and-resorts__sites-listed,Campsites and Resorts,pitchup-campsites-and-resorts,"Pitchup.com Review: What the 15% Deposit Buys, and Who You Are Really Booking With",https://compare100.com/pitchup-campsites-and-resorts/,,Sites listed,"6,371 on the about page; 5,344 on the media page; 5,648 across 67 countries in the 2026 press release",,,,,,own_review,2026-09-09,false,high,current,
carmoola-car-finance__company,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Company,"Carmoola Limited, company 12992987, incorporated 3 November 2020",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__complaints-line,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Complaints line,"020 3773 3901, 8am to 8pm daily",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__deposit,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Deposit,"None required; deposits up to £20,000 accepted",20000,,,GBP,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__hire-purchase-amount,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Hire purchase amount,"£2,000 to £40,000",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__independent-score,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Independent score,"4.86 out of 5 from 1,118 reviews on Smart Money People",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__option-to-purchase-fee,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Option to purchase fee,"£1, payable at the end of the agreement",1,,,GBP,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__pcp-amount,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,PCP amount,"£2,000 to £55,000",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__regulated-by,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Regulated by,"FCA, firm reference number 958057",958057,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__representative-apr,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Representative APR,14.9% fixed (rates offered run 9.9% to 29.9%),,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__term,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Term,12 to 60 months,,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__vehicle-limits-hp,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Vehicle limits (HP),"Under 15 years old and under 100,000 miles by the end of the agreement",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__vehicle-limits-pcp,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Vehicle limits (PCP),"Under 10 years old and under 70,000 miles",,,,,,own_review,2026-09-04,false,high,current,
admiral-car-insurance-review__admin-fees,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,Admin fees,About £15 to amend a policy; £60–£160 to cancel,,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__breakdown-cover,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,Breakdown cover,Included on Platinum; optional on Gold and Admiral,,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__child-car-seat-cover,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,Child car seat cover,Included on all comprehensive tiers,,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__courtesy-car,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,Courtesy car,"Included with comprehensive cover, at Admiral-approved garages",,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__cover-tiers,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,Cover tiers,Platinum · Gold · Admiral · Essential · Third Party Fire & Theft · Third Party,,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__defaqto-rating,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,Defaqto rating,5 stars on comprehensive policies — Essential is excluded,5,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__european-cover,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,European cover,Included on Platinum. Excluded on Essential,,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__multicar,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,MultiCar,Discount for insuring more than one vehicle on a single policy,,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__multicover,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,MultiCover,Discount for bundling car and home insurance,,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__voluntary-excess,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,Voluntary excess,"£0 to £500 in £50 steps, plus £700, £750 and £1,000 options",,,,,,own_review,2026-08-16,false,high,current,
admiral-car-insurance-review__windscreen-cover,Car Insurance Deals,admiral-car-insurance-review,Admiral Car Insurance Review,https://compare100.com/admiral-car-insurance-review/,,Windscreen cover,"Standard on Platinum, Gold and Admiral. Not available on Essential",,,,,,own_review,2026-08-16,false,high,current,
aviva-car-insurance-review__cooling-off-period,Car Insurance Deals,aviva-car-insurance-review,Aviva Car Insurance,https://compare100.com/aviva-car-insurance-review/,,Cooling-off period,"14 days, with a £38 charge plus tax once cover has started",,,,,,own_review,2026-08-22,false,high,current,
aviva-car-insurance-review__cover-tiers,Car Insurance Deals,aviva-car-insurance-review,Aviva Car Insurance,https://compare100.com/aviva-car-insurance-review/,,Cover tiers,"Signature, Aviva, Gold and Platinum, plus the separate Aviva Zero brand",,,,,,own_review,2026-08-22,false,high,current,
aviva-car-insurance-review__glass-excess,Car Insurance Deals,aviva-car-insurance-review,Aviva Car Insurance,https://compare100.com/aviva-car-insurance-review/,,Glass excess,"£10 to repair, £115 to replace through an approved fitter",,,,,,own_review,2026-08-22,false,high,current,
aviva-car-insurance-review__group-scale,Car Insurance Deals,aviva-car-insurance-review,Aviva Car Insurance,https://compare100.com/aviva-car-insurance-review/,,Group scale,Almost 22 million UK customers at the 2025 results,,,,,,own_review,2026-08-22,false,high,current,
aviva-car-insurance-review__insurer,Car Insurance Deals,aviva-car-insurance-review,Aviva Car Insurance,https://compare100.com/aviva-car-insurance-review/,,Insurer,Aviva Insurance Limited — FCA/PRA firm reference 202153,202153,,,,,own_review,2026-08-22,false,high,current,
aviva-car-insurance-review__new-car-replacement,Car Insurance Deals,aviva-car-insurance-review,Aviva Car Insurance,https://compare100.com/aviva-car-insurance-review/,,New car replacement,Damage above 60% of list price within the first 12 months,,,,,,own_review,2026-08-22,false,high,current,
aviva-car-insurance-review__personal-belongings,Car Insurance Deals,aviva-car-insurance-review,Aviva Car Insurance,https://compare100.com/aviva-car-insurance-review/,,Personal belongings,£500 per incident on comprehensive,500,,,GBP,,own_review,2026-08-22,false,high,current,
aviva-car-insurance-review__registered,Car Insurance Deals,aviva-car-insurance-review,Aviva Car Insurance,https://compare100.com/aviva-car-insurance-review/,,Registered,"Scotland, no. SC002116, Pitheavlis, Perth PH2 0NH",,,,,,own_review,2026-08-22,false,high,current,
direct-line-car-insurance-review__cooling-off-period,Car Insurance Deals,direct-line-car-insurance-review,Direct Line Car Insurance,https://compare100.com/direct-line-car-insurance-review/,,Cooling-off period,"14 days from the start date or from receiving your documents, whichever is later",14,,,,,own_review,2026-08-19,false,high,current,
direct-line-car-insurance-review__cover-levels,Car Insurance Deals,direct-line-car-insurance-review,Direct Line Car Insurance,https://compare100.com/direct-line-car-insurance-review/,,Cover levels,"Essentials, Comprehensive, Comprehensive Plus, plus third party fire and theft",,,,,,own_review,2026-08-19,false,high,current,
direct-line-car-insurance-review__motor-policies,Car Insurance Deals,direct-line-car-insurance-review,Direct Line Car Insurance,https://compare100.com/direct-line-car-insurance-review/,,Motor policies,3.831 million in force at the last published accounts,3.831,,,,,own_review,2026-08-19,false,high,current,
direct-line-car-insurance-review__owner,Car Insurance Deals,direct-line-car-insurance-review,Direct Line Car Insurance,https://compare100.com/direct-line-car-insurance-review/,,Owner,"Aviva plc, since 1 July 2025",,,,,,own_review,2026-08-19,false,high,current,
direct-line-car-insurance-review__repair-guarantee,Car Insurance Deals,direct-line-car-insurance-review,Direct Line Car Insurance,https://compare100.com/direct-line-car-insurance-review/,,Repair guarantee,"5 years on approved-repairer work, while you own the car",5,,,,,own_review,2026-08-19,false,high,current,
direct-line-car-insurance-review__sold-on-comparison-sites,Car Insurance Deals,direct-line-car-insurance-review,Direct Line Car Insurance,https://compare100.com/direct-line-car-insurance-review/,,Sold on comparison sites,"Yes, since December 2024 — but as separate self-service products",2024,,,,,own_review,2026-08-19,false,high,current,
direct-line-car-insurance-review__trading-since,Car Insurance Deals,direct-line-car-insurance-review,Direct Line Car Insurance,https://compare100.com/direct-line-car-insurance-review/,,Trading since,1985 — the first direct car insurer in the UK,1985,,,,,own_review,2026-08-19,false,high,current,
direct-line-car-insurance-review__underwriter,Car Insurance Deals,direct-line-car-insurance-review,Direct Line Car Insurance,https://compare100.com/direct-line-car-insurance-review/,,Underwriter,U K Insurance Limited — FCA/PRA firm reference 202810,202810,,,,,own_review,2026-08-19,false,high,current,
hastings-direct-car-insurance-review__broker,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Broker,"Hastings Insurance Services Limited, FCA firm reference 311492",311492,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__compulsory-excess,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Compulsory excess,"£45 on fire, theft and accidental damage (Which?, January 2026)",,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__cooling-off-period,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Cooling-off period,14 days,14,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__defaqto,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Defaqto,5 Star on the Direct and Premier policies,5,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__founded,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Founded,"1996, Bexhill-on-Sea",1996,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__live-policies,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Live policies,4.8 million at 30 June 2026,,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__medical-expenses,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Medical expenses,£500,500,,,GBP,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__underwriter,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Underwriter,"Advantage Insurance Company Limited, registered in Gibraltar no. 85900",85900,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__windscreen-replacement-excess,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Windscreen replacement excess,£135,135,,,GBP,,own_review,2026-08-22,false,high,current,
quotezone-car-insurance-review__car-insurance-panel,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,Car insurance panel,Stated as over 130 FCA-regulated UK providers,130,,,,,own_review,2026-08-16,false,high,current,
quotezone-car-insurance-review__cost-to-you,Car Insurance Deals,quotezone-car-insurance-review,Quotezone.co.uk Car Insurance,https://compare100.com/quotezone-car-insurance-review/,,Cost to you,"Nothing. Paid by providers as a flat fee, a commission, or both",,,,,,own_review,2026-08-16,false,high,current,
